145380208097234944	RT @leynabieber: @justinbieber I love it when you RT and reply your fans tweet. Showing how much you care about beliebers ! I love you ! :) x x
145380033840680960	RT @justinnishott: @justinbieber I love you justin
145379985811718144	RT @scooterbraun: "Let no man pull you low enough to hate him." - Martin Luther King Jr.
145379960285167616	got love for @KennyHamilton . that's my big brother.
145379718278029312	@LordBieber ROCKY IV is the best
145306523789312000	RT @bubbawatson: Hey @justinbieber I will sign the magazine for you!!! #BiebsIsTheBest http://t.co/SPV6Is26
145250304437391360	http://t.co/6nXBtZf0 - give it a listen and then decide. CHRISTMAS IS COMING!
145250202578714624	best feeling is when someone comes up and says they never gave me a chance but now they heard #UnderTheMistletoe Album and r a fan. SWAG
145250008894152707	great seeing all the fans. #blessed to have u in my life. thank u
145238225416499201	heading to DC for CHRISTMAS IN WASHINGTON this weekend. Been 2 years. FLASHBACK - http://t.co/x5vOExDu
145238006947774465	RT @OhSnapItsBiebs: #ThisIsJustinBieber on ITV at 7:00pm tomorrow!!! Cant wait!!! :D @justinbieber
145233544761974784	Hey UK, tune into ITV1 at 7PM tomorrow for my hour long special! LEGGO!
145177436223578113	got word that there is 16 more days to find the PLATINUM tickets in the #UnderTheMistletoe Albms to come meet me in NYC on NYE! #FINDTHEM
145177102881275905	David Stern now manages my career.
145177008329072640	the lakers had one team when i went to sleep and another when i woke up. #interesting
145176781052317696	whatup world
145176417817210880	RT @aida_lol: I wish that @justinbieber notice me someday. It's never gonna happen! :( 21
144904363373105153	and i still love this dude!! http://t.co/odEVk1a6
144904094069432320	my fans are flawless. as long as you ride with me i will always be there for you. thanks
144904013127749634	hey #newtwitter dont erase my tweets to my fans...now like i said...
144902589530640384	i love this dude !!!!!! http://t.co/rz4gfYK0
144896104528486400	my fans are flawless. as long as you ride with me i will always be there for u. thanks
144887162091999232	kinda hyped to see #thesitter this weekend with @jonahhill - looks funny - http://t.co/bzWVlQPs
144864019000463360	hello #newtwitter - im kinda confused. i know we will like eachother but give me time
144822563334397952	#SOMEDAY was just named "Fragrance of the Year" - thank you all for you support. u r raising alot of charity! http://t.co/39T1KWNq
144821548228947969	RT @beebelieber: @justinbieber #Underthemistletoe is simply incredible. Christmas eve is amazing, congratulations. #Swag, I love you. Follow me?39
144820036761165824	my fans are incredible. they make some great stuff for me. thank u. #SWAG http://t.co/EHsmTsz1
144646772160073728	goodnight - http://t.co/VLBfrUjt
144646692396994560	RT @issybieberlover: @justinbieber #UNDERTHEMISTLETOE IS AMAZING! I'm so proud of you! I love Christmas! 1
144646535148355584	RT @raymundo00: @justinbieber his video All I want for Christmas is you is #amazing #UnderTheMistletoeAlbum is a #BEAST #SWAGGGGGG !!! 61
144646398980259841	yo @mrbangladesh send thru some tracks. WE READY!
144646248434110464	RT @136keyj: I Wish @justinbieber  Would Notice Me.
144572306478477313	"that's not what some haterz would say" haha. #pranksterontheloose today on @thebertshow - http://t.co/xJA5nWfw
144571512593195008	RT @TheBertShow: Prank attack: @JustinBieber acts like a fan girl, while his manager, @ScooterBraun, pretends to be "her" dad. Awesome. http://t.co/1zGt9Pyy
144571318656970752	proud of @PencilsOfPromis and all the kids around the world helping making a difference. #makingachange
144571230819852288	RT @AdamBraun: Just got word @PencilsOfPromis has officially completed its 40th school worldwide! THANK YOU to everyone who made this happen.
144494252326531072	Sickest iphone app ever Download and add me in "Heads Up with Cristiano" http://t.co/2CGXjoSW
144285394568085505	the blessing is not about being able to receive as much as it is being in a position to give back to others. #blessed
144285124203257856	@MCHammer my dude
144285095782649856	RT @MCHammer: oh yea and I'm a proud @justinbieber fan. Any grown man got a problem with that don't tweet me, meet me and lets do it bully.
144283055526379521	RT @BeluGarciaC: @justinbieber you and @michaelbuble ROCK IT tonight! Love you! UNDER THE MISTLETOE is EPIC!! So much SWAG in only one album!
144283022173274114	@emmyco95 i notice :)
144282974215614464	RT @emmyco95: @justinbieber I've tried everything to get you to notice me. I'm not talented, not rich, not famous, living in a small town. :(
144282831365996544	RT @DarleneAvia: @justinbieber I am still in love with #underthemistletoe slept to it all night! BEST album ever! 31
144282809215889409	RT @ktaylor2793: @justinbieber love under the mistletoe!! Just can't decide which song is my favorite!
144282382160244736	RT @Randigstrumpaa: @justinbieber #UNDERTHEMISTLETOE BEST ALBUM EVER, LOVE YAH!!!!
144274177145307137	http://t.co/jHolrBNT - thank you. I LOVE MY FANS too. thank u. #MUCHLOVE
144273962229178370	RT @nerissa_biebs: http://t.co/1JcfWiof beliebers, please watch this video! it was made by @stevenbieber& made me cry! @justinbieber xoxoxoxox
144267670655737857	had fun with my buddy @michaelbuble on his special. we both got Christmas albums...its a canadian christmas bromance - http://t.co/Gg42vpmF
144173205735747585	RT @PaulaMackenna: @justinbieber #UNDERTHEMISTLETOE IS THE BEST CHRISTMAS ALBUM EVER *-* IT SOUNDS REALLY GOOD(; #muchlove
144173133165891584	RT @Kidrauhl_mj: @justinbieber  I'm fell in love with #Falala and #Mistletoe.#UnderTheMistletoe is the most beautiful album of Christmas. You're gr8 #swag 36
144173110353080320	RT @Jasmine2011_: @justinbieber cant stop listening to http://t.co/3kCbvMFP , has to be the best version i ever heard of this song! #UnderTheMistletoeAlbum 20
144172940823498752	then i head to DC this weekend for Christmas in Washington. FLASHBACK - http://t.co/x5vOExDu
144172690528403456	make sure to tune in to NBC tonight for me singing on the christmas special with my fellow canadian @michaelbuble at 8pm.
144170239016452096	RT @TheBertShow: Prankster @JustinBieber swung by the studio; we've got the audio for you tomorrow, but to tide you over - pics: http://t.co/UbG82Lkf
144169274532052992	working on some big plans for my Under The Mistletoe album. #BieberComesHome #CANADA
144168660804714497	happy to see my friend @Ludacris and his daughter Karma working to #makeachange - http://t.co/Jp0nsQRs
144168451395694592	RT @Ludacris: This is a proud day for myself & my daughter.She is extremely happy that she can contribute in a fun way to other kids
http://t.co/Rni2FpuF
144100977920843776	here is another NEW VIDEO...my Arthur Christmas version of SANTA CLAUS IS COMIN TO TOWN! #UnderTheMistletoeALBUM - http://t.co/M54xRqX3
144100770260852736	saw #ArthurChristmas - good movie...the 3D version of my new video plays before the movie starts. #ChristmasSWAG
143852784343715840	RT @I_LoveYaJustinB: @justinbieber i can't pick! All of them are SOOO amazing!
143852657818337282	RT @A_Bar23: @justinbieber Drummer Boy or The Christmas Song!! But I love them all so I don't really care lol!!
143852612108812289	RT @HaveBieberFever: @justinbieber how bout the entire album? Heheh
143852567766638592	RT @ellaseptember: @justinbieber EVERY SONG! &lt;33333333
143852490562080770	RT @CharTheBelieber: @justinbieber all I want is you this Christmas cos it is the most amazing song ever! I love you xxx #UnderTheMistletoe3
143852388825055232	RT @itssarahelise: @justinbieber either drummer boy, silent night, or the only thing I ever get for Christmas(:
143851996858941443	RT @sofiiamelo: @justinbieber silent night or fa la la &lt;3! i think that in silent night im going start to cry or ALL THE ALBUM! hahaha
143851936356114432	RT @hunterrgrayy: @justinbieber Christmas Eve, the only song I listen to on my iTunes. Christmas song of the year #amazing
143851796606099457	RT @flmorris_: @justinbieber Christmas Love. "I get lost in your song, and I will forever sing along"
143851758614085632	RT @_onlyIesha: RT @theTIPtop: @justinbieber The Christmas Song! Or Fa La La! I play those out just about everyday!- I LOVE that CD ! :)
143845910458277889	if you could have me perform any song off the new album #UnderTheMistletoe which song would it be?
143845624406736896	RT @becca_sro: @justinbieber ATL loves you! "Welcome [back] to Atlanta where the playas play..."
145722156679049216	It's happening!!! I should get off my phone... #SNL
145652447954747392	This is happening... Tune in to #SNL tonight on NBC at 11:30p/10:30p Central! http://t.co/DGnxWo2w
145405674606706688	So excited. So tired. Lil girl dreams come true tomorrow... #snl
144671793045704704	Wait, I'M HOSTING?! RT @RJmiller91: @katyperry wait a min.. your only hosting dear
144670809808580608	I am super excited to be the musical guest on SNL this week! Yaaaaaay!
144320114274213888	I miss my CDT family.
144204641993883649	Werking on my hostess with the mostest skills! #actingshard #butihavenicedresses
143827324029247488	It's going to be a very #MEOW-y Christmas @thegrovela on 12/14! http://t.co/COs11wT9
145333810542809088	What a beautiful day today! You only live once, so go for it! Make the best of it! Xo
145291190093352960	@Catherine90210 love u too! Xo
145289175241986048	@xjessicaxox awww your so sweet! Thanks doll!
145287651149361152	Bet u guys looked fab! RT @alyngl: @mmaferwaferr looked hot wearing @KimKardashian dress from the kardashian kollection! Perfect dresses
145287288610496513	Fact! RT @UncleRUSH: If u love what u do, u'll never work a day in ur life.
145287027116605440	U feel me! LOL! RT @ItsThingsInLife: Unless you know the whole situation and the FACTS...keep your mouth shut.
145286645464305664	@NoufAlmoajil awww me too! Wish I was there with you! I will be back to Dubai soon!
145259798089314304	I miss my red hair! http://t.co/9jfQWyWL
145231258945990656	ShoeDazzle warehouse sale has been extended! For its final weekend, EVERY item is $10! New shoes, boots, bags and more! http://t.co/8l2cvQ3O
145223526276808704	Can't wait! @lorenridinger launches @YoursbyLoren jewelry collection Dec 12th 10pm-12am EST live on @HSN #YBL
145180386882883586	Haha! Seriously!!!!  RT @RoxySowlaty: Mercury needs to un-retrograde immediately
145142836118044672	Good morning peeps! Everyone excited for the weekend?
144944398948499456	Just posted the winners of my signed Dollhouse giveaway!!! http://t.co/OHOkYHlj Congrats dolls Xo
144924837670948864	I did a shoot with @DarrenTieste for The Beauty Book for Brain Cancer http://t.co/vZ5WaxLk A gorgeous project for an amazing cause!! Xo
144502111084871680	A life-changing experience! http://t.co/FR4aQOR5
144429691867115521	Morning tweetie pies!
144315015950905344	good night, sweet dreams tweethearts! say your prayers
144161104019456000	Kylie is at it again!! http://t.co/9qJIR0p9
144098774258679808	So many good albums out right now! I want to tweet so many song lyrics but I can't :-( you guys might read into it too deep! LOL
143970177233596416	Finally got my boot off! pheeewwwww!
143964302913716224	Do I wake up @KylieJenner to help me take my boot off? I'm really struggling over here! LOL Grrrrrr
143963343114338304	Can't get my boot off &I'm all by myself! Don't know what 2 do! LOL I need someone to pull it off! Been tryin 4 20mins! #SleepingInStilettos
143963126575009794	Magical! Kray! RT @KhloeKardashian: Phenomenal night! #Magical! I love you @RealLamarOdom @KimKardashian @RobKardashian that shit was CRAY!
143845438745886720	@deestrats nothings impossible! love u sugar
143845125502676992	I die 4 my blackberry & BBM, so I'm team blackberry for life!!!! But might have a little fun with an iphone for the games & cute things ;-)
143844308414496769	So I hear! RT @Kayla_Marie1221- @KimKardashian iPhone is where it's at :)
143844015102627840	Smart man, this might be my plan RT @GuwapoAP -@KimKardashian keep the blackberry for business calls and get the iphone for personal use.
143843757979213825	Awww the mixed feelings! Just a 2nd phone ;-) RT @LovableKardash- @KimKardashian Blackberry for life!!!! Don't join the dark side!!!! LOL :)
143843466793848833	@Jerronh awww i hope we get that chance one day!
143843342495657984	@nicoleecialini just a tad obsessed with you!
143843150987923457	been hanging w my little sisters 2 much! I would never give up on my blackberry though, they mean business! what do u guys think? should i?
143842953939525632	never thought I would ever hear myself say this...but I kinda want an iphone! Just as a second phone. Iphones seem more youthful! lol
143840184897781762	Watching reruns of Atlanta Housewives.... I just love @NeNeLeakes!!!!!
143811971781898240	This makes me so sad! Stay strong! Xo http://t.co/lIkLlMDN
143810331540594688	@miilkkk we were literally reading your tweets last night crying laughing! Ask @KylieJenner !!!! LOL
143754698841788417	OMG @SheivaG this mix you made me is KRAY!!!!! I listen to it errrrrrery day! You are such a good friend! I love u churl!
143710409776574464	Gooooood morning party people!!!!! Its funday Monday! Let's start this week off right!
143601395818430464	I hacked @KylieJenner's account earlier....looks like she hacked mine too! I love her! Kyles you can hack mine anytime :-)
143583562346676225	LOVE
143583545569456129	I
143583442045640704	... @KylieJenner is themost beautiful girl in the world & she always makes my day! she is MY bestfriend and i can never take my eyes off her
143583053544030209	OMG @KylieJenner IS THE BEST SISTER IN THE WORLD!!!!!!! I LOVE HER THE MOST!!!!!!!!!!!!!!!!!
143573721871949824	@ash_cervantes awwww i love you too!!!!
143573648752648192	@KellyRRod i went kray!
143573590128861184	@AmandaLeuqar finally someone! hahaha! thanks doll!
143570430488358912	Are you ready West coast??? Kourtney & Kim Take New York is on E! now! tune in!
143538084565364737	Yay! Xoxo LOVE your page! RT @LuvKardashians: Don't miss Tonight's Brand New ONE-hour Episode of Kourtney & Kim Take New York at 10/9c on E!
143534310941655041	@SHOHE3B did that too!
143532862946291713	I didn't! She knows me RT @AnastasiaArabic: @KimKardashian you're a really good person I'm sure u didn't mean 2 hurt @KhloeKardashian #KKTNY
143532078795988992	I was so mean to @KhloeKardashian I'm soorrrrrrryyyy KoKo! U know I love u soooo much! The things sisters do & say to each other!
143528462274146304	Oy @KhloeKardashian & I are at it!!! Just wait & see! RT @JonathanCheban: Let's go #KKTNY!!!!!
143524653070155776	Let's go! RT @MsKatieFranco: almost time for Kourtney & Kim Take New York!! so excited to watch @KimKardashian @KourtneyKardash :D #kktny
143524451051520000	Woot woot! RT @Chocolateclara: I lovvvveeee the fact that @KourtneyKardash and @KimKardashian are on for an hr evevy freakin episode...#yay!
143505471544889344	Lol not even a bow? RT @RobertCuh #DearSanta All I want for Christmas is @KimKardashian.. Please don't waist your time wrapping her
143505119915409409	@CHENAGUINALDO I appreciate that, your so sweet! Sometimes its the only option!
143438600401461251	If you'll get in the flow of God, you'll be amazed at how far you can go!
143424340514455552	Found this old pic of @KendallJenner and @KylieJenner with my dad! http://t.co/KWMCJZEj
143404224733122560	My holiday fragrance gift set is available now at select Macy's stores http://t.co/TK4X9qET
143378560609038336	@Onenonly1015 thank u sweets! I really do appreciate that! Xo
143377822596087811	@SameAsitNevrWas awww thanks 4 your support! I appreciate that!
143377399185293312	RT @LoveKardash__: Don't miss Tonight's Brand New ONE-hour Episode of #KKTNY at 10/9c on E! @KourtneyKardash @KimKardashian RT!
145716781405839360	And last but DEFINITELY not least - to all of the amazing fans who I saw on this journey around the world.  &lt;3 u all.
145716031439122432	Thx so much to the Conrad Condado Plaza for giving us a place to celebrate this tour & my 30th bday last night - we all loved the party!
145714609117081600	To every single INCREDIBLE person on my crew - none of this would of been possible without you.  I'm gonna miss u!
145714152449646593	To all my dancers - u all are basically family.  Thx so much for an unforgettable year! Look at this good looking group http://t.co/oGhRefud
145713407717425153	To Brett and her fierce dance moves!  She surprised me on stage tonight during Big Fat Bass http://t.co/C3fKudjl
145361537866006528	Having an amazing time at my end of tour / belated bday party! http://t.co/rxSzpNmt
144880976852549632	Happy Birthday to my girl @nickiminaj http://t.co/5RhZyZ6r
144503089796366336	Looks like my xmas list is complete. Thanks for all the great suggestions its been fun shopping with ya'll.
144471466040238080	My brother saw some1 suggest iphone cases http://t.co/ltBTouJ3 & said he wants 1. Thinkin the Nest Case so my niece can watch videos easier!
144288904659480576	Awww thx love u Monterrey &lt;3 RT @freddrdz You are a dream my queen! Monterrey loves u!
144189242183135232	Thx to the 80,000 fans that showed up in Mexico City. Can't imagine what you'd do if u had to go to the bathroom! Xxoo http://t.co/s23rE58D
143566100347633664	Mexico U were amazing - love u all! RT @BritneyFatale: Mexico loves you girl! I'm so so so happy... Best weekend ever. You are the Queen!
143563038224683008	Thanks girl :) RT @MikaEtain: I just finish watching the show in my window! You Britney bitch!!!! Smiles. smiles smiles.. I loved that so!
143561763856715776	Can't wait to come back! RT @ppauLina_m: you rock tonight!! the best concert ever... can't wait to see you again :D
143477051935047680	Jason just took this photo from the stage. I can't wait to get out there!! R U ready Mexico City!!! http://t.co/ZFFGa0b3
143420070582947840	How cute is Gwen's new clothes line http://t.co/Otf1Ag1w Going to pick out some outfits for my nieces!
143416020122599424	Taking your advice and going to get my dad some football tickets, thinking the LSU bowl game.
143198048774918144	Love u Mexico! RT @daniefrese: Mexico rocked tonight thanks @Britneyspears for the best concert ever I will never forget this night !!
143197638836224001	So sweet :) Thank u! RT @BritneyArmyMXL: Britney 2night was the best of our lives! thanks for making us so happy! follow me please
143196064206430209	Awww! Thank you so much Angel. RT @Angelistico: I loved the show, fantastic and fabolous. U r a great person. I love u @britneyspears :)
143195142503931905	Followed u! Xo RT @karlaavq: is the third time i see you in concert and tonight you were amazing and you look so beautiful follow me please!
145549188921434113	Support the campaign from your front lawn with our 2012 yard signs: http://t.co/TvOBGxOZ
145278212895809537	RT @OFA_OH: We did it! #HB194 is officially on the 2012 ballot thanks to all the hard work from our volunteers and YOU! http://t.co/sPMTVevw #Obama2012
145245512755445760	President Obama on Senate Republicans' repeated votes not to extend middle-class tax cuts: http://t.co/B6AqtaNw
145230308789329920	Get your #Obama2012 store orders in before Monday to guarantee shipping by Christmas: http://t.co/I2JaNzVb
145182339306242048	22: Days until taxes for the middle class will increase if Congress does not act
144990082246516736	Lots of people talking about this moment from the President's press statement today: http://t.co/D9e4jCf1
144979770910834688	Here's what folks said they could do with an extra $1,500 from the President's middle-class tax cut: http://t.co/bCp0ufwk #WeCantWait
144902469829402624	Show your #Obama2012 support on your car with our new window clings: http://t.co/MqxZGMcv
144876308021788672	President Obama on Senate Republicans' decision to block a vote to confirm Richard Cordray as @CFPB director: http://t.co/gYP5AnEi
144842157264617472	Have you entered for your chance to have #DinnerWithBarack? http://t.co/j1na8dDi
144817288061779968	President Obama speaks in Washington, D.C. Watch live: http://t.co/7QxzKans
144798551577337856	To effectively protect millions of American consumers, the @CFPB needs a director: http://t.co/vf8gFkpm
144554389842038784	President Obama spoke yesterday about why we've got to support equal opportunity for all Americans. Stand with him: http://t.co/OHMRARZy
144545516649332737	What does our new website mean for your cell phone bill? Our digital team explains: http://t.co/Fl6f6hgV
144523722789883904	Tell your Republican legislator to protect consumers by voting in Richard Cordray as @CFPB director tomorrow: http://t.co/8dzQjN93
144506192666951680	Looking for a way to keep your keys and ID handy? http://t.co/tJJQs1QC #Obama2012
144491891772243969	RT @OFA_NH: What has @BarackObama done for young Americans? Tweet at us w/your questions for our Friday Twitter chat with @CoryBooker. #Greatertogether
144458216984682496	President Obama on why we need to give every American a fair shot: http://t.co/1aqui04X #Obama2012
144447064712028160	Yesterday, @ladygaga visited the White House to talk about putting an end to bullying: http://t.co/LJTL4Nr3
144188192332054529	Stand with President Obama in support of giving every American a fair shot: http://t.co/PRdHWW4e
144140186845052928	The President: "A strong middle class can only exist in an economy where everyone plays by the same rules, from Wall Street to Main Street."
144124547837337601	President Obama speaks about why we've got to make sure every American gets a fair shot. Watch live: http://t.co/HXttOyjM
144084914642497536	Help build #Obama2012 by applying to be a campaign organizing fellow: http://t.co/qQaMuHqX
144076290520129536	Millions of Medicare recipients saved an average of $569 on their prescriptions this year: http://t.co/gN0AaIAO #progress
144067540161802241	25 days until middle-class taxes increase if Congress doesn't act: http://t.co/5wm1McQt
143817145497825280	Which friend do you think deserves a seat at the table for #DinnerWithBarack? http://t.co/tJUZhRVK
143791975592771585	In the last year, the GOP has worked to restrict voting in states across the country. Find out how you can fight back: http://t.co/neIS77Cb
143768519669067777	Want to know how much Senate Republicans' vote not to extend the payroll tax cut will cost you? http://t.co/TkfC073t
143758527045976064	President Obama urges Republicans to extend the payroll tax cut. Watch live: http://t.co/HXttOyjM
143723014779965440	Letter of the week: Jessica wrote to thank President Obama for standing up for a woman's right to choose. http://t.co/wroUxcui
145265656416313344	En mi camerino / in my dressing room - Shak http://t.co/RMLg75Cx
145222565701488640	Shak is performing at the 40 Principales awards tonight - you can watch the show live online at http://t.co/d801GCm4 now! ShakiraHQ
145191569585225728	Check out the final trailer for Shak's Live From Paris DVD (out this week!) http://t.co/7c1UwDD6 ShakiraHQ #shakdvd
144872830373330944	Check out Shak's amazing performance of Loca, from her new Live From Paris DVD - http://t.co/SqVfKh0X ShakiraHQ #shakdvd
144514972213456896	You can download Live From Paris from iTunes worldwide now - head to your local store or click http://t.co/O1JvBfF6 ShakiraHQ
144083387479621632	The wait is over - Shak's Live From Paris DVD/Blu-ray/CD is out today! Get it from a retailer near you at http://t.co/31zDRCLI ShakiraHQ
143801420112592896	With my dad in Bogotá during the launch of his book, "Al Viento y al Azar" -Shak http://t.co/W0ICwpWh
145664133017243649	Kick off my shoes, and swim good!
145663809082769408	I'm goin OFF!!! Don't try to stop me
145663449362477056	I'm about to drive in the ocean...Ima try to swim from something bigger than me!
145660861082648576	We'll go down this road til it turns from color to black and white...
145660088663805952	Do u not think so far ahead? Cuz I been thinkin bout forever!
145656356022652930	TRUE DAT!  RT @SomePillowTalk: Don't let your mouth speak what your heart doesn't feel.
145641380667068416	HAPPY BIRTHDAY to my fave @EvelynLozada luv u ho!
145547690950934529	Now if only sum1 cud show me where 2 buy 1! Im a few ass shots short of makin this legit RT@PerezHilton: @Rihanna Cake cake cake! #CantStop
145333589381353472	@twiggy_hot @DanielaEvans23 not that good! Lol, just a bath,music+glass of wine.... Saw it in a movie today, looked good!
145331981402644480	Miss my mommy
145311234781220864	LOL RT @OwnTheBieber: mom text me "Wat does IDK,LY&TTYL mean?" I: "I don't know, love u, talk to u later" her: "Ok, I'll ask your sisters"
145246079292686336	Dear God we ask Your MERCY on our friend @Staccii_Fenty
144832680360554496	Its @NICKIMINAJ Birthday...and I wanna lick the icing off! I want dat #CAKE --- Happy Birthday Barbz! From me and Sista Dolly lol
144831826391859200	"FEMININE" RT @SuchAF_cKnLADY: Oh that one none of us know tbh RT @EllzBetch: @RihannaDemos @SuchAF_cKnLADY be one with my what?
144552519056621568	I looooved my balloons! It made the show SO SPECIAL! RT @Benyspectre: @rihanna you're always awesome Pragueee!! Balloons for you! Cheers!
144549162556461056	#ILOVEPRAGUE RT @IvetaBenesova: @rihanna you were f*cking awesooooome!! Prague loves you! What a great show! LOVED IT! http://t.co/DfUQdiqj
144463897607409664	#NAVY4L RT @haannah96: Glad #TTT is trending!! Think this is probs her best album yet!
144457927401553920	Thank u guys for supporting this record n such a huge way RT @AL_RihannaNavy: Billboard Hot 100:We Found Love still stays at #1 for 6th week
144212841447161856	Happy Birthday to the very special @rnikita20 hope u havin a ball
144121152682475521	POLAND I'm headin to stage!!! I've waited for this night for soooo looong!!! Let's ROCK IT baby!
144106339822612480	UK Navy!  @renault_uk has your chance to see me live!  Details here:  http://t.co/dNDB1mY9
143896594960482304	#Practice is my NYE song! I need to see some strippers go ape shit to this!
143896284288401408	I know he messed up, but let a real nigga make it right!
143892456503644160	Its 4:20 here in Poland! Just wanted to say.......HI
143889111483289601	K I'm done sharing my ipod wit yall! Lol
143888721006178304	She look like a star, but only on camera, only on camera
143887872758517760	Pussy run errthang, fuck that noise
143887239125008384	U hate bein alone, well u aint the only one!
143886513086808064	If u let me, here's what I'll do...I'll take care of you!
143885814043131904	Fuck I look like ho? I look like yes and ya look like no
143885429047951361	I'm havin a good time, they just tryna ruin it!
143883894566031361	Better late than never...but never late is better
143883262471831552	@LuvvLyfeLiv lol! I wish...just listening to music ho
143882045096079361	But I need someone different...u know it, we both know it
143880441043230720	Fuck that nigga that u love so bad, I say fuck that nigga that u think u found! I'm just sayin u cud do better
143867193157894145	Sounds promising, no? RT @AikoDan25: Miami? King OF Diamonds? @rihanna
143864373209870336	@rihlover4life Christmas, wherever my G'ma is...NYE not sure, but I'm flying SOMEwhere wit a badass strip club
143850956830945280	Super excited for Christmas, and even MORE excited for New Year's Eve!!!! Time to get #skinny
143814324484456449	In the Presidential, do u like. the. new. room?
143388893805428737	If u cummin, come on!!!
143387206973788160	I sell out ARENAS....I call that gettin' DOME
145679540465840128	Headed to the Nashville Symphony Ball = Ball gown time!! http://t.co/AUj61BPx
144619088134684674	Might have gone a little crazy in Williams Sonoma today. I couldn't help it, it's so seasonal in there. http://t.co/lRTYzp8f
144173463081467906	RT @ashavignone: Elevator buttons and morning air http://t.co/Lv2dwUqX
143751063479123968	My song 'Enchanted' is in The Vow movie trailer! SO excited!  http://t.co/aEn1JXGU
145657449674850304	Bout to have a crazy socks party.... Pics soon :) http://t.co/vrKJTQ3t
145603744392941568	We're the 6 best friends that anyone could have http://t.co/ZT4b3CSM
145550934766915584	RT @justinbieber: Vote for my bro @liltwist MTV Breakthrough Artist Of Year! http://t.co/RYLdMJfM
144463206021210113	Shot in a giant fish tank all day yesterday for my new fragrance.  Help me decide my final scents now at... http://t.co/BOkxo2t9
143842687156617216	@Only1noah great job on the cover... Thanks for the song selection. ;) http://t.co/d8cmhOeZ http://t.co/pFCYNmFN
145614765086093312	YouTube's got a new look in its' quest to be your new TV. What do you think?  http://t.co/Qa95bcyR
144873708371185664	RT @MikeBloomberg w/ @SeatGeek's search engine you can find tickets to both the @nyknicks and @STREBSLAM: http://t.co/WXbRZkyk
144474051514085376	http://t.co/vIyi14aS The Ashtine chapel
144204344135397376	Thanks - RT @Ajpepsi19 #TwoandaHalfMen the lady with the pen and the chair argument! Hilarious good show Ashton! Go #Iowahawkeyes
144203899497226241	RT @kid_KB Pilot:"landing in two minutes" Walden: "Circle! Circle!!" - Fav part of last night's #twoandahalfmen
144199564067483649	@BraddersJo82 You can watch last nights episode online at http://t.co/2TcQ6mkk  http://t.co/2TOvNeII
144197622629015552	@theoit23 Hope you pressed mute every once in a while and listened up. Your teacher may be onto you.
144165775786246145	Listen up! If you know a woman in Wyoming, please share this with them - http://t.co/9P2VEXNj  #getscreened
143423390374572032	You know your a #Bears fan when your best play is punt return right.
143201019726282752	Greatest music vid ever! http://t.co/2fJtWfx9
145251991508090880	Love the new video RT @greysonchance: wrapped at @TheEllenShow got to talk about new video, rumors, & Asia! always have fun w/a good friend!
145248084258074624	RT @GetGlue: It's the 12 Days of Giveaways on @TheEllenShow today! Check-in w/ @GetGlue to receive your special gift! http://t.co/aaPgSfDW
145221663691251712	I love making people happy, but this is ridiculous. http://t.co/nElImiix
